name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Algiers,Algeria",2021-02-26T20:00:00,55.4,55.4,53.6,93.65,0,0,,,,,8.1,70,,27.7,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-26T21:00:00,55.4,55.4,53.6,93.65,0,0,,,,,8.1,70,,27.7,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-26T22:00:00,57.8,57.8,56.1,94.05,0,0,,,,,10.5,37,1025.3,13.6,5.6,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-02-26T23:00:00,53.6,53.6,53.6,100,0,0,,,,,3.4,20,,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T00:00:00,55.4,55.4,55.4,100,0,0,,,,,4.7,10,,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T01:00:00,58,58,52.5,81.93,0,0,,,,,8.9,19,1025,59.2,5.4,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-27T02:00:00,51.8,51.8,50,93.55,0,0,,,,,2.2,109.3,,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T03:00:00,48.2,48.2,46.4,93.45,0,0,,,,,2.2,270,,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T04:00:00,56.7,56.7,54.4,91.9,0,0,,,,,9,42,1023.7,16.7,5.6,0,,0,,Clear,clear-night,"60371099999,60373099999,60381099999,60369099999,60376099999,60372099999"
"Algiers,Algeria",2021-02-27T05:00:00,51.8,51.8,51.8,100,0,0,,,,,3.4,100,,89.1,2.5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T06:00:00,52.3,52.3,52.2,99.61,0,0,,,,,3.6,93,1022.8,87.8,3.9,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-02-27T07:00:00,56.9,56.9,51.2,81.17,0,0,,,,,6.9,120,1023.3,62.4,4.3,27.7,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-27T08:00:00,53.6,53.6,51.8,93.6,0,0,,,,,3.4,140,,89.1,2.5,166.6,0.6,2,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T09:00:00,55.4,55.4,51.8,87.66,0,0,,,,,4.7,180,,89.1,2.5,343.1,1.2,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T10:00:00,57.1,57.1,55.1,93.08,0,0,,,,,4.7,48,1023.7,21.8,3.7,504.3,1.8,5,,Partially cloudy,partly-cloudy-day,"60371099999,60373099999,60381099999,60369099999,60372099999,60394099999"
"Algiers,Algeria",2021-02-27T11:00:00,59,59,51.8,77,0,0,,,,,10.3,80,,89.1,4.3,624,2.2,6,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T12:00:00,59,59,51.8,77,0,0,,,,,8.1,70,,89.1,5,686,2.5,7,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T13:00:00,57.7,57.7,51.2,78.93,0,0,,,,,6.9,24,1023.1,89.7,5,683,2.5,7,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-27T14:00:00,61.1,61.1,52.2,72.59,0,0,,,,,8.5,59,1025.7,87.8,5.6,612.8,2.2,6,,Partially cloudy,partly-cloudy-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-02-27T15:00:00,59,59,51.8,77,0,0,,,,,9.2,70,,89.1,5,490.1,1.8,5,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T16:00:00,58.4,58.4,51.4,77.38,0,0,,,,,9.3,21,1021.8,25,5,317.3,1.1,3,,Partially cloudy,partly-cloudy-day,"60371099999,60373099999,60381099999,60369099999,60372099999,60374099999"
"Algiers,Algeria",2021-02-27T17:00:00,59,59,50,72.04,0,0,,,,,12.8,70,,89.1,5,136.3,0.5,1,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T18:00:00,57.6,57.6,50.1,76.14,0,0,,,,,10.6,78,1026.3,88.1,5.2,9,0,0,,Partially cloudy,partly-cloudy-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-02-27T19:00:00,57.4,57.4,50.6,77.89,0,0,,,,,12.4,43,1021.2,80.5,5.5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-27T20:00:00,57.2,57.2,51.8,82.14,0,0,,,,,9.2,80,,89.1,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T21:00:00,55.4,55.4,50,82.01,0,0,,,,,8.1,90,,89.1,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-27T22:00:00,56.4,56.4,53.2,88.95,0,0,,,,,3.4,349,1021.1,22.2,5.6,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60381099999,60369099999,60376099999,60372099999,60374099999"
"Algiers,Algeria",2021-02-27T23:00:00,51.8,51.8,48.2,87.48,0,0,,,,,5.8,80,,50,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T00:00:00,48.2,47.3,46.4,93.45,0,0,,,,,3.4,110,,50,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T01:00:00,56.6,56.6,50.6,80.56,0,0,,,,,15,43,1020.7,77,5.5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-28T02:00:00,45.2,45.2,43.3,93.16,0,0,,,,,1.6,89,1028.3,50,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-02-28T03:00:00,42.8,42.8,41,93.3,0,0,,,,,1.1,220,,50,2.5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T04:00:00,53.9,53.9,52.1,93.39,0,0,,,,,5.4,74,1019.6,21.8,5.6,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60394099999"
"Algiers,Algeria",2021-02-28T05:00:00,41,41,41,100,0,0,,,,,2.2,130,,27.7,1.9,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T06:00:00,41,41,41,100,0,0,,,,,2.2,124.7,,27.7,0.6,0,,0,,Partially cloudy,fog,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T07:00:00,53.5,53.5,48,81.66,0,0,,,,,1.1,360,1019.8,48.1,5.1,31.9,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,9V8207,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-28T08:00:00,39.2,39.2,39.2,100,0,0,,,,,0,0,,27.7,0,191.1,0.7,2,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T09:00:00,48.2,48.2,48.2,100,0,0,,,,,2.2,136,,27.7,1.9,379.3,1.4,4,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T10:00:00,57.9,57.9,52.9,83.38,0,0,,,,,1.5,9,1020.2,0,3.7,553.3,2,6,,Clear,clear-day,"60371099999,60373099999,60381099999,60369099999,60372099999,60394099999"
"Algiers,Algeria",2021-02-28T11:00:00,60.9,60.9,53.7,76.96,0,0,,,,,2.8,10,1027.2,4.1,4.3,639,2.3,6,,Clear,clear-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-02-28T12:00:00,69.8,69.8,48.2,46.19,0,0,,,,,5.8,150,,0,5,687.8,2.5,7,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T13:00:00,61.1,61.1,52.9,74.38,0,0,,,,,9.3,50,1019.9,50.5,5.1,663.3,2.4,7,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-02-28T14:00:00,68,68,51.8,56.16,0,0,,,,,13.9,70,,0,6.2,583.8,2.1,6,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T15:00:00,66.4,66.4,54,64.31,0,0,,,,,18.3,79,1028,1.8,6.8,463,1.7,5,,Clear,clear-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-02-28T16:00:00,61.5,61.5,56,82.17,0,0,,,,,8.3,18,1018.9,13.6,5.6,305.6,1.1,3,,Clear,clear-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-02-28T17:00:00,62.6,62.6,53.6,72.4,0,0,,,,,18.3,80,,27.7,4.3,125.3,0.5,1,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T18:00:00,60.8,60.8,53.6,77.16,0,0,,,,,18.3,80,,89.1,4.3,8.5,0,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T19:00:00,59.2,59.2,53.6,81.46,0,0,,,,,5.8,307,1018.7,50,5.6,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,9V8207,60437099999,60369099999"
"Algiers,Algeria",2021-02-28T20:00:00,57.2,57.2,51.8,82.14,0,0,,,,,11.4,90,,50,5.6,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T21:00:00,57.2,57.2,51.8,82.14,0,0,,,,,9.2,90,,50,5.6,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-02-28T22:00:00,57.4,57.4,55.9,94.61,0,0,,,,,10.7,43,1018.8,16.4,6.2,0,,0,,Clear,clear-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60394099999"
"Algiers,Algeria",2021-02-28T23:00:00,53.6,53.6,50,87.57,0,0,,,,,2.2,110,,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T00:00:00,53.6,53.6,50,87.57,0,0,,,,,5.8,120,,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T01:00:00,58.6,58.6,53,81.69,0,0,,,,,2.3,307,1018.8,50.5,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-01T02:00:00,53.6,53.6,50,87.57,0,0,,,,,2.2,40,1020,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T03:00:00,54,54,48.6,82,0,0,,,,,6,40,1020.3,1.2,6.8,0,,0,,Clear,clear-night,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-01T04:00:00,55.5,55.5,53.4,92.5,0,0,,,,,2.7,269,1018.6,13.9,6.2,0,,0,,Clear,clear-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60374099999"
"Algiers,Algeria",2021-03-01T05:00:00,51.8,51.8,48.2,87.48,0,0,,,,,3.4,140,1020,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T06:00:00,53.6,53.6,44.6,71.47,0,0,,,,,8.1,110,1020,0,6.2,0,,0,,Clear,clear-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T07:00:00,59.2,59.2,52.7,78.92,0,0,,,,,1.5,329,1018.6,41.1,6.2,26.9,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-01T08:00:00,55.4,55.4,46.4,71.66,0,0,,,,,9.2,90,1020,0,6.2,143.6,0.5,1,,Clear,clear-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T09:00:00,57.2,57.2,53.6,87.75,0,0,,,,,11.4,80,1021,89.1,5,270.3,1,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T10:00:00,59.3,59.3,54,82.65,0,0,,,,,5.2,56,1019.8,24.5,5,349.1,1.3,3,,Partially cloudy,partly-cloudy-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-01T11:00:00,64.5,64.5,55.6,72.82,0,0,,,,,15,90,1020.2,50.3,5,391,1.4,4,,Partially cloudy,partly-cloudy-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-01T12:00:00,66.2,66.2,57.2,72.76,0,0,,,,,13.9,60,1020,50,5,372.1,1.3,4,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T13:00:00,61.3,61.3,56.8,85.14,0,0,,,,,4,42,1019.4,77.9,4.4,329,1.2,3,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-01T14:00:00,64.4,64.4,57.2,77.46,0,0,,,,,16.1,60,1019,89.1,5,246.8,0.9,2,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T15:00:00,64.4,64.4,55.4,72.58,0,0,,,,,15,80,1018,89.1,5,159.1,0.6,2,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T16:00:00,61,61,55.2,81.1,0,0,,,,,4.4,343,1017.5,27.2,3.7,88.1,0.3,1,,Partially cloudy,partly-cloudy-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-01T17:00:00,62.6,62.6,53.6,72.4,0,0,,,,,8.1,100,1018,89.1,5,31.3,0.1,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T18:00:00,60.8,60.8,51.8,72.22,0,0,,,,,8.1,100,1018,89.1,5,2.4,0,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T19:00:00,60.9,60.9,55.9,83.64,0,0,,,,,0.5,5,1017.1,89.4,3.8,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,9V8207,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-01T20:00:00,59,59,57.2,93.75,0,0,,,,,6.9,80,1018,89.1,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T21:00:00,60.8,60.8,53.6,77.16,0,0,,,,,9.2,90,1018,89.1,5,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-01T22:00:00,59.8,59.8,57.6,92.26,0,0,,,,,4.4,223,1017.4,24.5,4.3,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-01T23:00:00,62.6,62.6,48.2,59.28,0,0,,,,,3.4,340,1019,50,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T00:00:00,68,68,37.4,32.46,0,0,,,,,4.7,170,1019,50,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T01:00:00,62,62,54.1,75.2,0,0,,,,,2.4,264,1018.6,87.1,5.1,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-02T02:00:00,68,68,37.4,32.46,0,0,,,,,5.8,130,1020,50,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T03:00:00,60.8,60.8,41,48.03,0,0,,,,,4.7,120,1020,50,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T04:00:00,61.3,61.3,46.2,57.48,0,0,,,,,1,3,1018.7,25,4.3,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60374099999"
"Algiers,Algeria",2021-03-02T05:00:00,59,59,44.6,58.8,0,0,,,,,3.4,310,1021,50,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T06:00:00,57.2,57.2,42.8,58.55,0,0,,,,,4.7,190,1021,50,6.2,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T07:00:00,66.7,66.7,42,40.47,0,0,,,,,5,184,1019.6,78.8,5.1,9,0,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-02T08:00:00,64.6,64.6,41.7,43.08,0.01,100,rain,,,,2.4,160,1020.9,51,6.4,43.8,0.2,0,,"Rain, Partially cloudy",rain,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-02T09:00:00,62.6,62.6,46.4,55.4,0.01,100,rain,,,,4.7,130,1022,50,6.2,82.4,0.3,1,,"Rain, Partially cloudy",rain,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T10:00:00,64.5,64.5,46.3,51.77,0,0,,,,,1.3,16,1021.6,24.5,5.6,107.3,0.4,1,,Partially cloudy,partly-cloudy-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-02T11:00:00,66.2,66.2,50,55.91,0.01,100,rain,,,,5.8,90,1023,89.1,4.3,149.8,0.5,1,,"Rain, Partially cloudy",rain,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T12:00:00,66.4,66.4,55.8,68.54,0,0,,,,,8.2,72,1023.7,50.6,4.4,201.2,0.7,2,,Partially cloudy,partly-cloudy-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-02T13:00:00,63.1,63.1,57.4,81.61,0,0,,,,,4.9,22,1022.8,88.1,3.8,248.3,0.9,2,,Partially cloudy,partly-cloudy-day,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-02T14:00:00,69.8,69.8,55.4,60.24,0,0,,,,,6.9,60,1023,50,3.7,300.9,1.1,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T15:00:00,68,68,55.4,64.07,0,0,,,,,9.2,60,1022,50,3.7,275.1,1,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T16:00:00,61.9,61.9,60.3,94.44,0,0,,,,,2.6,358,1021.8,24.5,4.3,143.6,0.5,1,,Partially cloudy,partly-cloudy-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-02T17:00:00,62.6,62.6,59,88.01,0,0,,,,,8.1,60,1023,50,3.7,40.9,0.1,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T18:00:00,60.8,60.8,59,93.79,0,0,,,,,8.1,60,1023,50,2.5,2.7,0,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T19:00:00,60.2,60.2,56.4,87.35,0,0,,,,,7.1,22,1022.4,80.3,4.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-02T20:00:00,59.5,59.5,57.5,93.04,0,0,,,,,8.1,73,1022.7,88.7,2.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-02T21:00:00,59,59,57.2,93.75,0,0,,,,,6.9,80,1024,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-02T22:00:00,58.8,58.8,57.3,94.73,0,0,,,,,8.2,20,1023.6,22.2,5,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60374099999"
"Algiers,Algeria",2021-03-02T23:00:00,59,59,57.2,93.75,0,0,,,,,4.7,40,1021,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T00:00:00,59,59,57.2,93.75,0,0,,,,,4.7,330,1025,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T01:00:00,59.7,59.7,55.1,84.78,0,0,,,,,3.5,339,1024.2,51.4,5.4,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-03T02:00:00,57.2,57.2,55.4,93.7,0,0,,,,,4.7,320,1025,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T03:00:00,55.4,55.4,53.6,93.65,0,0,,,,,3.4,250,1025,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T04:00:00,58.4,58.4,56.8,94.31,0,0,,,,,2.4,357,1023.3,10.9,5.6,0,,0,,Clear,clear-night,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-03T05:00:00,55.4,55.4,55.4,100,0,0,,,,,4.7,240,1025,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T06:00:00,57.2,57.2,57.2,100,0,0,,,,,4.7,280,1025,50,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T07:00:00,59.5,59.5,54.9,84.8,0,0,,,,,2.3,351,1023.9,41.4,5.4,25.8,0.1,0,,Partially cloudy,partly-cloudy-night,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-03T08:00:00,55.9,55.9,55.8,99.5,0,0,,,,,5,296,1024.4,49.4,2.1,137.8,0.5,1,,Partially cloudy,partly-cloudy-day,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-03T09:00:00,57.2,57.2,57.2,100,0,0,,,,,5.8,250,1026,50,2.5,326.3,1.2,3,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T10:00:00,60,60,58.4,94.32,0,0,,,,,4.3,357,1024.6,24.5,3.1,491.1,1.8,5,,Partially cloudy,partly-cloudy-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-03T11:00:00,62.6,62.6,55.4,77.31,0,0,,,,,3.4,260,1026,89.1,2.5,600.5,2.2,6,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T12:00:00,64.4,64.4,55.4,72.58,0,0,,,,,2.2,147.1,1026,89.1,3.7,491.9,1.8,5,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T13:00:00,61.9,61.9,56.4,82.04,0,0,,,,,4.7,2,1024.3,98.6,3.2,356.1,1.3,4,,Overcast,cloudy,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-03T14:00:00,62.6,62.6,55.4,77.31,0,0,,,,,6.9,10,1025,89.1,3.7,237.4,0.9,2,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T15:00:00,62.6,62.6,55.4,77.31,0,0,,,,,4.7,20,1024,89.1,3.7,169.1,0.6,2,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T16:00:00,60.8,60.8,59.2,94.43,0,0,,,,,5.4,13,1023.1,27.2,3.1,99.2,0.4,1,,Partially cloudy,partly-cloudy-day,"60371099999,60381099999,60369099999,60372099999,60394099999,60374099999"
"Algiers,Algeria",2021-03-03T17:00:00,60.8,60.8,53.6,77.16,0,0,,,,,1.1,47,1024,89.1,3.7,36.3,0.1,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T18:00:00,60.8,60.8,55.4,82.39,0,0,,,,,2.2,300,1024,89.1,3.7,3.5,0,0,,Partially cloudy,partly-cloudy-day,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T19:00:00,59.9,59.9,55.9,86.74,0,0,,,,,2.4,326,1023.1,99.1,3.7,0,,0,,Overcast,cloudy,"60390099999,60415099999,60437099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-03T20:00:00,59.5,59.5,55.8,87.4,0,0,,,,,6,17,1024.5,87.4,3.9,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,9V8207,DAAG"
"Algiers,Algeria",2021-03-03T21:00:00,59,59,55.4,87.84,0,0,,,,,3.4,110,1025,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-03T22:00:00,58.5,58.5,57.2,95.36,0,0,,,,,2.2,13,1023.6,27.3,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60394099999"
"Algiers,Algeria",2021-03-03T23:00:00,57.2,57.2,55.4,93.7,0,0,,,,,5.8,340,1025,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-04T00:00:00,57.2,57.2,55.4,93.7,0,0,,,,,6.9,150,1025,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-04T01:00:00,59.9,59.9,55.7,85.89,0,0,,,,,5.5,151,1023.4,99.1,3.7,0,,0,,Overcast,cloudy,"60390099999,60369099999,DAAG"
"Algiers,Algeria",2021-03-04T02:00:00,55.4,55.4,53.6,93.65,0,0,,,,,3.4,210,1024,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-04T03:00:00,55.4,55.4,53.6,93.65,0,0,,,,,5.8,250,1023,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-04T04:00:00,57.6,57.6,56.3,95.35,0,0,,,,,3.3,203,1021.9,27.3,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60371099999,60373099999,60381099999,60369099999,60372099999,60394099999"
"Algiers,Algeria",2021-03-04T05:00:00,55.4,55.4,55.4,100,0,0,,,,,3.4,260,1023,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
"Algiers,Algeria",2021-03-04T06:00:00,55.4,55.4,55.4,100,0,0,,,,,3.4,260,1022,89.1,3.7,0,,0,,Partially cloudy,partly-cloudy-night,"60390099999,DAAG"
